sleep_efficiency,stress_score,sleep_stage_deep_pct,sleep_stage_rem_pct,sleep_stage_light_pct,sleep_stage_awake_pct,caffeine_mg,bedtime_consistency_std_min,hrv_rmssd_ms,room_humidity_pct,step_count_day,ambient_noise_db,height_cm,room_temperature_c,age,screen_time_before_bed_min,activity_before_bed_min,weight_kg,respiration_rate_bpm,jetlag_hours,sleep_score_raw
0.913,64,0.228,0.215,0.476,0.081,84,67.1,50.1,0.461,6495,36.0,178.6,25.1,72,109,46,85.7,14.6,1,55
0.95,46,0.2689999999999999,0.183,0.478,0.07,82,41.3,44.1,0.3979999999999999,5753,29.6,174.2,23.6,54,32,25,95.8,15.2,23,58
0.972,0,0.105,0.1939999999999999,0.487,0.214,9,28.9,30.2,0.452,1004,34.3,178.9,22.8,40,69,74,62.6,14.7,7,64
0.972,35,0.241,0.2,0.488,0.071,48,7.9,31.2,0.586,1087,35.7,151.1,22.0,47,52,20,69.5,13.5,9,64
0.922,10,0.1689999999999999,0.2289999999999999,0.517,0.085,35,1.7,45.5,0.39,7768,29.0,154.3,22.7,19,47,0,68.1,15.4,-3,60
0.954,27,0.2339999999999999,0.174,0.544,0.049,80,66.6,33.7,0.4539999999999999,6020,39.2,174.0,22.9,68,48,3,73.8,13.4,-2,63
0.898,21,0.257,0.236,0.4479999999999999,0.06,36,42.1,46.9,0.52,2000,41.7,163.2,24.8,50,32,33,86.6,12.0,0,60
0.943,3,0.1159999999999999,0.118,0.5479999999999999,0.218,133,27.9,39.9,0.487,1405,22.2,181.0,24.8,27,15,69,87.7,13.5,-9,56
0.746,32,0.2689999999999999,0.256,0.402,0.073,129,41.7,40.1,0.384,7384,35.8,174.5,22.4,67,104,1,96.3,15.6,-17,50
0.975,25,0.26,0.233,0.465,0.042,168,2.5,23.7,0.513,6851,38.5,173.5,27.5,37,81,0,46.3,12.6,1,64
0.948,70,0.2019999999999999,0.254,0.5,0.044,121,27.7,32.3,0.445,1728,21.9,171.5,23.4,54,45,55,67.2,13.6,-14,57
0.8240000000000001,55,0.186,0.198,0.579,0.036,41,29.1,27.3,0.407,1877,43.4,169.9,20.8,18,53,32,94.0,12.0,-2,49
0.993,73,0.2289999999999999,0.195,0.489,0.087,110,62.1,36.3,0.315,7870,31.6,159.9,21.8,31,103,25,74.8,14.4,10,51
0.853,38,0.223,0.223,0.512,0.042,27,24.3,43.4,0.465,5916,30.0,173.7,23.2,20,65,20,111.0,13.9,-3,55
0.947,19,0.258,0.3,0.359,0.083,3,19.2,30.6,0.262,3712,33.3,189.2,19.7,44,28,43,79.5,15.1,-6,60
0.741,27,0.223,0.241,0.474,0.062,83,32.6,34.3,0.35,4795,32.4,161.2,23.0,45,63,14,61.0,13.7,10,46
0.954,12,0.2269999999999999,0.168,0.552,0.054,66,51.5,30.7,0.614,6724,33.4,171.4,19.5,26,32,36,66.7,13.4,6,65
0.926,0,0.157,0.183,0.488,0.171,59,21.9,16.4,0.618,5211,36.9,165.6,23.1,61,71,32,67.6,16.2,-8,62
0.953,29,0.1159999999999999,0.241,0.632,0.011,78,16.3,27.5,0.7,2285,36.3,161.6,20.1,62,109,51,110.8,14.0,0,58
0.96,12,0.1689999999999999,0.18,0.506,0.146,28,50.4,30.8,0.342,7243,33.3,166.4,27.9,72,31,92,76.7,12.9,1,62
0.961,15,0.273,0.207,0.45,0.069,72,45.8,40.8,0.515,6878,28.9,181.1,20.3,76,114,7,62.4,16.2,8,64
0.96,40,0.113,0.193,0.452,0.242,123,17.8,34.5,0.588,5394,34.4,172.7,24.8,79,56,42,66.7,12.3,-2,57
0.936,37,0.191,0.187,0.593,0.0289999999999999,113,26.1,45.5,0.385,5089,30.5,171.6,22.2,60,10,28,50.9,10.4,-2,60
0.847,58,0.107,0.156,0.597,0.14,49,7.7,32.3,0.472,1067,38.3,178.7,24.4,43,54,10,61.1,16.2,15,47
0.92,42,0.1989999999999999,0.182,0.565,0.055,11,26.3,44.8,0.408,546,22.1,175.6,20.9,50,44,66,77.3,14.6,-3,53
0.998,45,0.289,0.196,0.462,0.053,190,12.2,30.1,0.457,9310,30.4,176.9,24.4,41,29,10,82.8,13.7,-11,62
0.981,36,0.196,0.238,0.497,0.07,52,25.2,28.2,0.4639999999999999,3653,29.0,166.3,21.6,61,63,0,113.0,15.5,13,65
0.872,36,0.1119999999999999,0.173,0.563,0.152,192,90.6,37.2,0.631,14026,20.0,172.7,24.2,25,102,112,63.8,13.5,-8,54
0.998,0,0.153,0.145,0.516,0.186,127,65.8,23.1,0.495,8735,26.2,169.6,22.6,57,103,47,52.5,12.7,13,69
0.862,68,0.172,0.188,0.602,0.038,192,6.1,41.6,0.6579999999999999,10393,37.6,167.3,24.4,54,117,59,75.3,15.4,5,46
0.904,30,0.268,0.182,0.544,0.006,143,63.6,31.1,0.493,5299,30.8,166.0,24.4,40,80,65,70.4,13.4,-12,58
0.98,49,0.226,0.149,0.482,0.143,60,13.8,21.9,0.4529999999999999,5414,30.6,177.9,22.7,66,75,8,94.9,13.4,1,60
0.936,15,0.179,0.211,0.601,0.01,229,85.1,16.1,0.585,9746,34.8,172.2,21.3,47,0,0,81.1,13.4,0,67
0.995,58,0.155,0.17,0.6,0.075,20,61.1,21.4,0.503,9702,28.7,176.1,22.2,36,68,36,91.7,13.7,0,59
0.963,37,0.165,0.085,0.53,0.22,107,11.2,16.2,0.351,10398,30.9,180.6,20.3,36,70,38,91.1,13.8,-8,51
0.965,29,0.171,0.175,0.5379999999999999,0.1159999999999999,10,41.8,39.4,0.236,13847,30.3,177.8,20.7,28,44,39,57.8,13.6,14,66
0.934,34,0.124,0.3,0.513,0.063,50,20.0,21.1,0.46,8800,37.7,181.7,24.4,48,0,29,68.4,15.6,4,58
0.981,46,0.152,0.273,0.493,0.0819999999999999,77,44.2,36.5,0.345,3825,27.8,162.3,20.6,55,46,27,92.8,14.4,5,57
0.928,22,0.195,0.281,0.518,0.006,67,7.2,27.8,0.294,8662,38.2,160.6,23.3,49,29,47,84.2,13.4,-7,59
0.99,70,0.23,0.083,0.557,0.129,148,3.0,40.2,0.467,3992,34.2,167.5,22.5,62,150,53,54.0,14.9,5,56
0.882,44,0.179,0.236,0.488,0.0969999999999999,194,25.3,12.4,0.348,8274,30.3,166.5,20.5,53,67,0,80.2,13.8,6,54
0.954,37,0.1169999999999999,0.183,0.534,0.1669999999999999,13,49.5,28.4,0.3989999999999999,8042,30.0,164.1,23.8,30,96,36,102.4,12.9,0,58
0.966,0,0.1,0.201,0.524,0.175,156,60.7,45.9,0.3979999999999999,2711,32.8,149.4,23.6,29,18,15,85.9,14.6,4,63
0.962,17,0.196,0.1989999999999999,0.505,0.1,145,7.9,37.5,0.39,9217,31.8,153.4,25.8,71,49,59,101.5,12.0,0,61
0.983,37,0.193,0.217,0.4,0.19,26,49.6,27.7,0.499,10305,41.2,178.1,22.1,67,99,56,80.6,15.3,-8,61
0.925,70,0.063,0.123,0.51,0.303,25,20.4,39.9,0.755,5379,28.1,172.1,21.7,79,46,74,81.5,11.4,-2,46
0.977,49,0.228,0.201,0.531,0.039,210,30.8,29.7,0.4029999999999999,5606,33.5,157.0,21.3,70,74,38,66.8,12.4,6,58
0.944,42,0.106,0.28,0.591,0.024,39,36.6,29.6,0.467,5785,29.4,175.6,25.7,34,0,50,84.6,17.3,5,58
0.994,21,0.247,0.2189999999999999,0.479,0.054,206,41.7,32.0,0.389,6213,30.3,174.2,22.0,55,0,29,60.2,14.7,9,67
0.887,64,0.214,0.2189999999999999,0.509,0.0579999999999999,92,26.9,17.1,0.469,2198,28.3,153.0,21.8,32,24,39,57.6,13.8,-2,54
0.823,6,0.246,0.1009999999999999,0.565,0.089,121,13.6,38.5,0.529,6963,31.7,186.7,24.8,58,111,46,46.4,12.7,0,50
0.96,40,0.13,0.151,0.6459999999999999,0.073,87,52.9,20.5,0.46,5097,31.1,173.1,20.9,59,36,36,52.0,13.1,3,60
0.899,34,0.205,0.211,0.539,0.045,71,29.9,26.9,0.519,0,31.8,183.3,22.3,66,28,47,76.9,14.8,3,59
0.901,55,0.2739999999999999,0.178,0.485,0.063,155,14.7,40.5,0.3979999999999999,11809,37.1,156.1,21.4,53,0,0,86.7,13.3,12,56
0.948,10,0.191,0.187,0.506,0.1159999999999999,57,12.8,9.7,0.3389999999999999,7955,42.0,149.7,23.1,35,79,8,60.5,13.2,7,63
0.988,32,0.258,0.128,0.525,0.089,125,64.6,25.8,0.5,5593,32.6,171.2,22.6,55,0,63,80.1,12.9,18,62
0.966,70,0.1939999999999999,0.3,0.476,0.03,36,58.4,36.4,0.275,10484,39.8,181.4,22.8,47,57,131,32.8,12.3,5,53
0.953,21,0.078,0.259,0.5820000000000001,0.081,43,37.0,12.4,0.4529999999999999,2433,38.3,152.3,26.3,25,115,122,67.4,11.3,-15,63
0.978,42,0.204,0.247,0.4579999999999999,0.092,118,28.6,30.1,0.5589999999999999,8478,35.0,184.6,21.0,29,41,44,95.2,14.9,9,55
0.926,9,0.317,0.147,0.4629999999999999,0.073,31,34.4,24.8,0.541,6865,27.8,172.4,20.5,22,20,0,90.6,10.5,10,59
0.952,33,0.242,0.233,0.49,0.035,46,57.6,52.4,0.39,6492,31.1,172.2,23.0,53,36,67,100.9,10.7,1,63
0.934,26,0.192,0.235,0.408,0.165,109,63.6,28.0,0.387,6843,34.0,163.9,24.3,42,8,52,62.4,14.6,8,59
0.968,17,0.172,0.111,0.519,0.198,105,25.0,20.2,0.627,5019,30.2,185.5,24.6,69,39,44,88.9,14.2,-10,63
0.937,39,0.11,0.13,0.653,0.107,98,39.2,49.3,0.3229999999999999,7239,29.8,172.7,23.8,57,2,24,85.7,13.3,2,52
0.973,50,0.298,0.203,0.421,0.078,192,17.6,21.3,0.373,3662,31.9,169.6,20.5,34,0,47,48.9,14.6,-2,55
0.958,72,0.05,0.136,0.604,0.209,60,1.8,24.7,0.617,5925,41.1,186.7,23.8,39,110,43,75.3,14.3,-7,51
0.971,44,0.256,0.24,0.46,0.044,106,6.3,32.4,0.321,3697,32.3,172.2,25.5,51,65,56,76.1,15.2,-10,65
0.918,18,0.081,0.2239999999999999,0.564,0.131,92,13.4,26.9,0.617,13807,31.6,156.6,23.5,18,2,65,80.9,15.3,9,63
0.902,21,0.1689999999999999,0.198,0.552,0.081,87,33.4,33.2,0.536,7988,24.9,179.8,23.0,77,91,63,89.3,10.7,5,56
0.966,56,0.186,0.198,0.578,0.038,14,28.1,35.9,0.432,11166,28.3,170.0,23.1,51,62,61,68.4,13.8,-8,51
0.954,36,0.19,0.231,0.488,0.091,29,41.2,53.3,0.425,7679,31.9,152.6,21.2,56,95,67,103.0,15.2,-2,58
0.945,27,0.165,0.192,0.563,0.081,52,18.3,43.4,0.5660000000000001,6383,26.5,176.9,25.5,71,15,83,80.1,14.0,-3,60
0.975,43,0.133,0.18,0.617,0.069,6,8.8,33.2,0.359,2843,33.4,167.3,25.8,57,51,31,66.0,19.7,-7,64
0.984,10,0.243,0.204,0.473,0.08,136,1.3,18.7,0.211,996,21.8,166.9,24.3,41,0,3,72.4,13.6,-15,66
0.941,24,0.126,0.233,0.4,0.241,8,2.8,24.6,0.466,3550,39.0,170.8,19.2,49,66,0,98.0,12.1,5,58
0.974,37,0.18,0.195,0.579,0.046,84,21.7,44.8,0.525,6195,36.0,164.4,22.1,78,73,79,93.1,17.0,-6,64
0.884,35,0.158,0.2019999999999999,0.573,0.067,154,21.5,41.9,0.387,4859,33.5,160.8,22.5,30,96,49,84.4,11.3,-2,57
0.993,0,0.3339999999999999,0.156,0.4639999999999999,0.046,113,27.6,5.0,0.288,5139,23.4,172.2,25.2,63,78,43,58.7,14.8,2,68
0.928,44,0.093,0.247,0.569,0.092,118,0.2,35.4,0.358,5640,30.1,166.9,18.6,47,81,24,82.0,10.5,26,55
0.975,79,0.191,0.2269999999999999,0.4629999999999999,0.119,22,7.6,14.5,0.291,9247,36.2,168.3,22.7,59,18,16,93.7,15.4,-23,55
0.96,18,0.204,0.185,0.5539999999999999,0.057,78,24.8,20.4,0.367,1438,21.0,156.7,24.1,71,66,9,80.0,12.9,-3,64
0.979,22,0.192,0.1889999999999999,0.5760000000000001,0.044,153,31.5,26.1,0.115,1390,38.6,173.4,19.5,42,2,5,56.6,14.2,-8,64
0.797,40,0.222,0.3,0.416,0.062,15,39.4,23.3,0.496,13352,21.3,165.6,23.0,61,67,44,67.6,13.1,0,51
0.954,41,0.24,0.2319999999999999,0.436,0.091,72,3.6,17.4,0.1,6365,37.5,168.8,23.4,37,116,14,83.9,13.9,-9,62
0.907,47,0.144,0.208,0.462,0.186,104,53.7,34.8,0.462,1865,36.4,180.9,26.8,33,136,90,96.1,14.9,4,54
0.983,17,0.223,0.27,0.433,0.074,136,62.9,14.0,0.306,6808,23.7,173.5,23.0,31,59,35,59.4,12.4,9,63
0.981,0,0.143,0.123,0.509,0.226,60,37.1,25.4,0.536,11583,26.8,192.6,23.3,32,61,30,46.9,15.8,1,69
0.918,8,0.147,0.208,0.593,0.052,63,23.0,38.9,0.465,9284,34.3,159.9,26.5,31,0,20,74.8,17.7,-7,55
0.935,1,0.1969999999999999,0.253,0.501,0.05,70,52.0,27.1,0.627,10834,38.3,163.8,25.0,25,86,57,61.5,11.5,-14,67
0.8590000000000001,18,0.238,0.215,0.476,0.071,75,36.2,5.5,0.375,1521,38.5,158.0,21.9,29,94,44,85.8,13.3,-6,57
0.919,46,0.237,0.256,0.451,0.0559999999999999,30,87.2,6.6,0.535,5705,25.3,177.7,24.7,23,85,0,69.7,14.0,4,59
0.877,45,0.225,0.149,0.556,0.07,47,6.2,35.8,0.3379999999999999,9921,32.3,176.1,25.1,30,117,58,73.4,11.4,-4,55
0.8759999999999999,63,0.113,0.267,0.495,0.125,55,65.9,35.7,0.495,8558,35.7,160.8,20.8,30,106,37,84.4,14.9,-5,52
0.92,31,0.149,0.2269999999999999,0.476,0.148,115,5.4,5.0,0.4579999999999999,8958,39.5,160.2,25.3,72,2,51,66.4,15.4,2,60
0.962,26,0.103,0.226,0.621,0.049,113,77.4,39.5,0.5920000000000001,7730,43.0,186.2,22.5,41,9,16,78.9,11.9,8,63
0.937,2,0.182,0.256,0.507,0.055,55,53.5,30.0,0.603,5452,38.9,155.1,25.2,72,52,15,78.4,11.0,4,65
0.949,25,0.222,0.24,0.502,0.036,269,22.3,43.3,0.431,2792,31.3,164.8,25.7,67,109,41,91.8,14.5,-4,60
0.985,23,0.18,0.204,0.546,0.069,23,19.4,39.7,0.5429999999999999,1064,25.4,189.6,19.4,55,60,56,90.4,11.3,-19,59
0.748,44,0.145,0.243,0.5539999999999999,0.057,157,20.3,34.2,0.6409999999999999,6526,24.2,168.0,26.1,49,0,85,61.5,16.1,-8,44
0.877,39,0.078,0.198,0.456,0.2689999999999999,131,31.4,10.7,0.396,5357,31.0,175.0,22.4,36,52,13,84.8,14.2,-4,54
0.959,52,0.262,0.214,0.4579999999999999,0.066,84,20.5,24.4,0.24,11524,31.8,162.6,19.8,57,55,38,66.9,12.9,0,53
0.911,44,0.16,0.208,0.4629999999999999,0.1689999999999999,152,51.3,36.4,0.336,5230,35.9,176.8,22.0,78,13,66,76.3,12.7,-21,56
0.795,8,0.1669999999999999,0.175,0.4,0.258,38,54.7,25.1,0.372,1466,39.4,167.4,23.8,30,93,0,75.4,14.2,-4,54
0.913,75,0.21,0.207,0.579,0.003,172,52.6,17.8,0.519,5852,42.4,175.0,21.5,24,83,0,99.1,13.5,2,54
0.954,61,0.139,0.261,0.522,0.077,144,41.9,32.3,0.258,7456,24.1,155.9,18.8,67,17,45,115.2,14.4,8,54
0.977,30,0.143,0.1989999999999999,0.506,0.153,4,29.3,13.3,0.434,902,26.0,179.8,23.4,65,86,61,91.9,13.4,-9,63
0.981,45,0.192,0.166,0.633,0.009,143,51.3,37.1,0.413,13672,39.0,172.1,25.4,57,0,59,57.6,13.8,10,57
0.978,25,0.237,0.201,0.494,0.068,49,49.7,22.9,0.59,6727,28.7,170.7,25.2,50,79,33,101.3,10.8,5,64
0.873,66,0.18,0.271,0.497,0.052,76,15.3,25.7,0.379,4079,33.0,160.6,21.9,48,132,7,101.1,13.8,9,48
0.982,26,0.054,0.212,0.54,0.1939999999999999,17,36.1,14.7,0.473,1852,35.2,159.9,18.6,40,155,50,49.9,15.2,1,56
0.892,53,0.316,0.295,0.3289999999999999,0.06,107,76.8,25.7,0.368,3326,34.2,156.9,25.6,32,97,35,59.6,12.0,-3,60
0.929,41,0.1889999999999999,0.264,0.472,0.074,139,58.7,19.4,0.551,7197,37.6,176.1,23.4,34,51,8,66.8,14.6,-7,61
0.988,31,0.193,0.198,0.537,0.072,42,45.4,25.1,0.256,4718,26.4,165.7,27.1,18,54,37,104.3,17.7,11,61
0.925,28,0.193,0.245,0.474,0.088,110,50.8,26.1,0.574,13472,41.6,163.9,23.9,72,54,34,52.4,12.8,0,59
0.936,0,0.122,0.192,0.541,0.145,105,45.3,20.7,0.353,8181,29.2,190.5,27.4,48,51,63,60.1,10.0,0,65
0.922,20,0.079,0.267,0.498,0.155,118,6.3,31.4,0.368,8705,30.7,170.8,22.5,67,32,46,82.8,15.3,0,60
0.976,40,0.181,0.235,0.562,0.022,97,12.3,35.3,0.445,1070,30.6,145.7,22.3,43,76,61,104.0,15.5,-6,59
0.963,0,0.25,0.081,0.5,0.1689999999999999,8,11.8,30.5,0.345,7234,36.9,163.8,25.5,20,97,0,76.3,13.3,-3,65
0.935,49,0.205,0.168,0.596,0.031,80,20.1,30.5,0.648,1559,20.0,172.1,25.4,79,79,34,81.5,10.5,9,54
0.956,25,0.165,0.228,0.5429999999999999,0.064,153,16.0,18.1,0.337,2253,31.9,167.0,21.7,55,58,53,65.0,14.4,7,61
0.815,41,0.1989999999999999,0.147,0.562,0.092,33,37.0,45.6,0.413,9429,34.8,182.5,21.7,70,13,42,84.2,13.3,0,48
0.9,26,0.231,0.174,0.578,0.018,195,8.9,24.3,0.57,2689,42.4,199.3,22.3,78,105,45,68.0,13.2,-6,56
0.877,21,0.121,0.162,0.508,0.21,111,58.6,22.7,0.496,8489,33.7,173.4,22.9,38,44,0,43.0,15.5,1,54
0.906,33,0.187,0.198,0.521,0.093,84,3.2,19.1,0.344,5831,35.1,166.7,24.5,29,66,16,79.0,15.4,-1,58
0.962,1,0.254,0.255,0.433,0.0579999999999999,156,46.4,46.3,0.377,2473,41.7,175.6,22.1,67,48,0,44.8,14.5,3,64
0.962,52,0.145,0.16,0.537,0.159,29,16.9,36.6,0.615,7269,40.8,167.3,23.2,29,61,40,72.5,11.1,-6,57
0.991,29,0.125,0.176,0.475,0.2239999999999999,40,37.3,31.4,0.303,8348,24.9,172.8,20.6,21,38,72,62.7,12.7,14,61
0.967,41,0.223,0.26,0.514,0.004,146,25.3,38.9,0.322,9483,37.3,169.2,20.4,66,69,44,74.5,16.2,4,60
0.997,30,0.13,0.147,0.4,0.3229999999999999,93,13.9,29.8,0.396,3786,33.0,153.7,19.8,18,61,67,65.6,10.9,-2,56
0.972,20,0.125,0.255,0.527,0.092,61,58.7,28.2,0.516,7850,34.7,162.6,20.8,74,0,20,81.1,17.8,-1,63
0.879,50,0.244,0.231,0.489,0.037,140,16.1,35.9,0.585,6364,44.7,155.4,28.2,43,18,40,43.5,12.5,-5,52
0.84,22,0.186,0.195,0.477,0.142,113,2.0,27.5,0.497,7458,38.4,150.0,21.5,28,4,32,79.7,11.8,-11,53
0.913,30,0.184,0.231,0.52,0.065,120,62.7,15.0,0.535,5625,29.3,169.8,21.5,18,78,28,82.9,14.5,-2,63
0.957,60,0.221,0.2789999999999999,0.456,0.044,3,52.5,10.2,0.276,3523,31.4,167.4,25.7,56,33,88,80.9,14.6,8,59
0.926,42,0.2189999999999999,0.1369999999999999,0.56,0.084,10,28.0,21.9,0.51,3708,38.0,172.6,23.3,69,44,0,59.1,13.7,4,57
0.967,49,0.106,0.1939999999999999,0.461,0.239,135,33.4,35.9,0.5579999999999999,5966,36.3,166.7,22.7,20,35,57,51.3,15.3,-1,61
0.921,11,0.181,0.134,0.49,0.196,50,18.1,38.3,0.547,8459,23.9,149.2,24.8,55,96,18,63.8,14.6,-5,60
0.97,41,0.212,0.201,0.425,0.162,140,74.5,19.1,0.486,683,36.0,181.9,24.3,66,86,29,78.4,15.0,9,61
0.912,45,0.159,0.266,0.491,0.085,110,39.3,20.5,0.5660000000000001,7529,40.8,163.2,22.3,28,0,32,54.2,15.7,4,54
0.974,19,0.162,0.223,0.561,0.054,91,65.7,44.7,0.2739999999999999,11390,31.5,168.6,23.3,54,41,33,56.9,16.6,7,63
0.989,44,0.071,0.193,0.634,0.102,77,18.3,34.1,0.6709999999999999,6177,27.8,181.2,22.3,45,0,24,48.3,14.7,6,59
0.868,20,0.209,0.239,0.46,0.091,69,19.4,36.1,0.296,8173,34.4,170.7,21.6,69,92,26,69.4,15.2,16,58
0.969,39,0.188,0.165,0.541,0.106,141,76.9,49.2,0.434,3740,25.2,171.2,21.7,55,77,16,80.1,14.3,0,62
0.908,38,0.128,0.266,0.477,0.128,143,2.3,28.6,0.325,4826,33.5,175.5,19.1,79,17,49,72.9,12.6,-5,61
0.868,32,0.178,0.186,0.588,0.048,25,63.1,32.5,0.534,0,30.2,182.1,23.8,61,76,30,50.7,13.1,-1,52
0.958,35,0.208,0.3,0.4029999999999999,0.089,95,75.8,33.6,0.263,7977,37.5,173.5,25.1,55,10,16,84.4,12.5,2,65
0.937,63,0.1939999999999999,0.245,0.52,0.0409999999999999,117,10.2,26.5,0.485,3088,35.7,187.3,20.1,50,37,50,66.0,13.3,6,55
0.915,55,0.2019999999999999,0.2269999999999999,0.4,0.172,96,48.8,56.3,0.482,0,27.1,182.2,19.2,18,81,0,60.8,13.0,-1,57
0.988,13,0.223,0.08,0.5579999999999999,0.139,9,24.5,15.6,0.642,5405,36.1,158.0,25.8,51,50,18,71.4,14.2,5,67
0.988,20,0.1989999999999999,0.256,0.493,0.051,44,8.1,20.0,0.437,3042,26.3,171.3,25.6,63,0,64,51.2,14.7,5,65
0.939,15,0.264,0.296,0.3939999999999999,0.046,42,59.5,10.4,0.486,5184,34.1,178.2,27.2,19,55,40,72.4,13.9,0,69
0.947,23,0.203,0.183,0.513,0.1009999999999999,167,57.7,26.5,0.3,2953,32.7,173.5,20.0,48,101,84,57.0,14.5,-6,65
0.91,58,0.129,0.138,0.556,0.176,174,20.2,17.7,0.594,8254,27.7,164.4,24.3,78,79,29,93.1,14.5,-2,48
0.966,47,0.111,0.198,0.5670000000000001,0.124,138,18.4,28.4,0.482,8966,37.9,182.8,24.8,26,0,115,84.2,14.3,-7,53
0.925,24,0.2239999999999999,0.179,0.497,0.1,50,16.0,37.8,0.4679999999999999,3659,36.5,183.8,26.3,50,59,55,82.5,18.1,2,54
0.9,27,0.1969999999999999,0.208,0.46,0.135,173,19.9,12.1,0.143,240,24.4,193.3,22.7,73,56,58,50.4,12.2,-11,52
0.96,30,0.225,0.125,0.552,0.0969999999999999,157,36.5,54.8,0.361,8720,33.9,169.6,23.7,53,50,57,81.4,10.8,2,60
0.921,31,0.236,0.237,0.469,0.0579999999999999,62,32.3,37.3,0.484,11397,29.2,175.6,23.4,44,40,74,48.9,16.6,3,56
0.838,40,0.173,0.239,0.5589999999999999,0.0289999999999999,1,38.1,49.4,0.3379999999999999,8773,27.7,158.1,26.0,57,99,27,67.6,16.3,7,53
0.907,35,0.204,0.241,0.441,0.114,31,25.7,24.2,0.289,1696,34.6,169.3,23.7,39,94,33,85.2,12.2,-8,55
0.925,49,0.247,0.08,0.4429999999999999,0.23,123,33.5,20.5,0.6509999999999999,10047,36.3,182.7,23.7,69,74,0,73.2,14.3,-10,57
0.979,51,0.054,0.217,0.598,0.13,139,59.0,28.5,0.358,8037,24.5,188.8,23.3,78,3,13,69.0,15.7,7,56
0.879,58,0.17,0.106,0.542,0.182,84,52.3,11.2,0.46,9876,30.4,163.6,22.4,64,59,22,50.3,17.3,-8,47
0.954,23,0.158,0.1,0.608,0.134,74,20.8,31.9,0.374,1006,46.6,170.5,18.6,72,20,7,90.1,12.4,7,63
0.966,6,0.209,0.236,0.535,0.02,64,34.6,36.2,0.259,4685,24.0,156.7,23.2,27,132,12,61.4,12.2,3,71
0.899,26,0.191,0.264,0.521,0.024,120,53.0,49.5,0.444,7979,44.1,161.9,23.1,79,64,22,79.3,14.7,-1,60
0.948,21,0.242,0.221,0.48,0.057,134,7.7,17.2,0.4529999999999999,3957,40.5,166.1,20.4,30,59,63,100.2,13.3,4,61
0.966,43,0.104,0.231,0.542,0.123,142,12.7,29.8,0.361,2112,38.6,152.3,18.0,71,53,89,99.7,12.8,0,60
0.97,51,0.304,0.2,0.486,0.009,77,17.0,31.2,0.326,3081,27.8,183.5,21.1,27,59,93,62.2,14.9,8,61
0.931,43,0.1989999999999999,0.217,0.44,0.144,146,30.5,37.6,0.561,12379,25.8,189.7,25.1,54,49,68,80.0,12.6,1,56
0.979,58,0.207,0.203,0.547,0.043,96,23.2,51.6,0.285,11725,35.3,147.7,23.1,33,46,52,80.6,14.7,-1,64
0.975,79,0.278,0.275,0.387,0.06,95,14.7,29.5,0.518,0,32.6,170.6,22.7,77,102,22,83.9,15.3,3,55
0.865,68,0.173,0.1889999999999999,0.532,0.106,123,22.3,15.3,0.369,7135,25.5,179.8,24.1,77,91,17,89.3,14.8,3,43
0.974,30,0.136,0.225,0.621,0.019,96,16.8,18.1,0.472,5443,37.8,170.7,23.1,32,68,7,39.6,12.9,13,62
0.895,36,0.096,0.212,0.499,0.193,35,19.5,27.6,0.471,12590,32.3,192.6,18.2,32,4,37,46.9,13.5,-5,53
0.831,54,0.141,0.161,0.502,0.196,4,43.4,17.6,0.1939999999999999,5333,33.5,161.1,24.7,76,111,54,79.3,14.0,-5,46
0.971,42,0.1989999999999999,0.2239999999999999,0.46,0.1159999999999999,104,28.5,43.0,0.301,5339,31.6,167.3,23.7,46,75,44,83.6,14.2,-7,60
0.745,43,0.331,0.149,0.465,0.055,52,27.0,20.0,0.342,9682,25.1,189.2,21.3,30,21,0,81.6,16.1,5,45
0.889,32,0.17,0.243,0.445,0.142,12,16.6,49.2,0.519,3289,34.1,156.5,24.4,56,33,13,76.2,13.7,6,53
0.8220000000000001,54,0.146,0.139,0.6940000000000001,0.021,40,48.1,15.7,0.608,11375,36.5,174.8,23.1,55,16,11,69.8,12.9,4,52
0.978,64,0.0969999999999999,0.26,0.569,0.074,153,15.0,53.7,0.478,4278,28.2,168.9,25.5,34,65,13,87.3,11.9,4,52
0.985,84,0.213,0.186,0.487,0.115,27,15.5,29.7,0.46,8268,28.3,165.8,19.4,59,77,27,31.2,13.3,-10,53
0.959,35,0.1889999999999999,0.2189999999999999,0.4,0.191,177,11.9,57.6,0.3379999999999999,8523,23.3,183.2,22.1,47,63,21,60.3,12.4,9,57
0.94,36,0.218,0.284,0.436,0.062,76,1.0,32.4,0.38,4263,25.6,158.9,21.8,59,46,0,62.7,13.5,6,64
0.96,42,0.158,0.113,0.604,0.125,17,62.2,36.8,0.429,12388,29.8,174.4,25.4,59,92,29,98.6,15.3,4,58
0.85,28,0.186,0.08,0.484,0.25,47,35.1,46.2,0.425,11021,33.2,188.3,18.1,28,18,54,65.3,13.7,10,56
0.8490000000000001,33,0.123,0.099,0.524,0.255,128,18.4,32.2,0.3829999999999999,7244,31.3,160.3,21.4,36,48,18,51.8,16.0,2,48
0.953,50,0.23,0.209,0.477,0.084,68,59.5,18.1,0.465,2712,33.5,171.4,24.3,64,52,5,58.5,15.4,0,65
0.7879999999999999,38,0.134,0.286,0.531,0.048,28,58.7,13.4,0.654,4503,31.6,182.5,24.2,26,120,26,78.8,15.0,3,48
